Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	STMMW_41261		4411187	1398	two-component system sensor protein	498	STMMW_41261.fasta	
	STMMW_41271		4412590	1326	transcriptional regulatory protein	489	STMMW_41271.fasta	
	STMMW_41281		4413912	1290	phosphoribosylglycineamide synthetase	515	STMMW_41281.fasta	
	STMMW_41291		4415213	1590	phosphoribosylaminoimidazolecarboxamide formyltransferase and IMP cyclohydrolase (bifunctional enzyme)	572	STMMW_41291.fasta	
	STMMW_41301		4422956	438	putative acetyltransferase	228	STMMW_41301.fasta	
	STMMW_41311		4423550	930	homoserine O-succinyltransferase	317	STMMW_41311.fasta	
	STMMW_41321		4424748	1602	malate synthase A	546	STMMW_41321.fasta	
	STMMW_41331		4426381	1305	isocitrate lyase	521	STMMW_41331.fasta	
	STMMW_41361		4429920	825	acetate operon repressor	361	STMMW_41361.fasta	
	STMMW_41371		4430961	3771	B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase	789	STMMW_41371.fasta	
	STMMW_41381		4435073	1557	putative transport protein	540	STMMW_41381.fasta	
	STMMW_41411		4437602	540	conserved hypothetical protein of unknown funcion	216	STMMW_41411.fasta	
	STMMW_41421		4438188	870	putative pseudouridine synthase	428	STMMW_41421.fasta	
	STMMW_41431		4439054	300	conserved hypothetical protein	160	STMMW_41431.fasta	
	STMMW_41691		4461178	1350	lysine-sensitive aspartokinase III	517	STMMW_41691.fasta	
	STMMW_41701		4462872	1650	glucose-6-phosphate isomerase	551	STMMW_41701.fasta	
	STMMW_41711		4464962	246	putative exported protein	163	STMMW_41711.fasta	
	STMMW_41721		4465241	669	putative lipoprotein	392	STMMW_41721.fasta	
	STMMW_41731		4465906	738	putative exported protein	373	STMMW_41731.fasta	
	STMMW_41741		4466643	2097	putative lipoprotein	670	STMMW_41741.fasta	
	STMMW_41751		4468882	411	putative membrane protein	154	STMMW_41751.fasta	
	STMMW_41761		4469458	891	maltose transport inner membrane protein	443	STMMW_41761.fasta	
	STMMW_41771		4470363	1545	maltose transport inner membrane protein	567	STMMW_41771.fasta	
	STMMW_41781		4472039	1200	periplasmic maltose-binding protein	473	STMMW_41781.fasta	
	STMMW_41791		4473591	1110	maltose/maltodextrin transport ATP-binding protein	473	STMMW_41791.fasta	
	STMMW_41811		4474789	1359	maltoporin precursor	442	STMMW_41811.fasta	
	STMMW_41821		4476311	918	maltose operon periplasmic protein	362	STMMW_41821.fasta	
	STMMW_41831		4477409	498	chorismate lyase	176	STMMW_41831.fasta	
	STMMW_41841		4477920	873	4-hydroxybenzoate octaprenyl transferase	354	STMMW_41841.fasta	
	STMMW_41851		4478891	2421	glycerol-3-phosphate acyltransferase	629	STMMW_41851.fasta	
	STMMW_41861		4481482	369	diacylglycerol kinase	142	STMMW_41861.fasta	
	STMMW_41871		4481959	609	LexA repressor	272	STMMW_41871.fasta	
	STMMW_41881		4482746	1326	putative DNA-damage-inducible membrane protein	497	STMMW_41881.fasta	
	STMMW_41891		4484068	114	hypothetical protein	44	STMMW_41891.fasta	
	STMMW_41901		4484200	213	conserved hypothetical protein	72	STMMW_41901.fasta	
	STMMW_41911		4484511	516	zinc uptake regulation protein	261	STMMW_41911.fasta	
	STMMW_41921		4485273	1311	putative exported protein	489	STMMW_41921.fasta	
	STMMW_41941		4487837	243	putative membrane protein	100	STMMW_41941.fasta	
	STMMW_41951		4488254	972	quinone oxidoreductase	6	STMMW_41951.fasta	
	STMMW_41961		4489290	1416	replicative DNA helicase	479	STMMW_41961.fasta	
	STMMW_41971		4490737	1080	alanine racemase	466	STMMW_41971.fasta	
	STMMW_41981		4492002	1194	aromatic-amino-acid aminotransferase	480	STMMW_41981.fasta	
	STMMW_41991		4493382	714	class B acid phosphatase precursor	318	STMMW_41991.fasta	
	STMMW_42001		4494224	417	conserved hypothetical protein	188	STMMW_42001.fasta	
	STMMW_42011		4494643	357	conserved hypothetical protein	148	STMMW_42011.fasta	
	STMMW_42021		4495000	339	hypothetical protein	226	STMMW_42021.fasta	
	STMMW_42031		4495325	456	putative lipoprotein	264	STMMW_42031.fasta	
	STMMW_42041		4495912	2826	excision nuclease subunit A	698	STMMW_42041.fasta	
	STMMW_42051		4498702	117	conserved hypothetical protein	12	STMMW_42051.fasta	
	STMMW_42061		4498862	654	single-strand DNA-binding protein	191	STMMW_42061.fasta	
	STMMW_42081		4500556	633	putative exported protein	264	STMMW_42081.fasta	
	STMMW_42091		4501185	1389	putative integral membrane protein	470	STMMW_42091.fasta	
	STMMW_42101		4502563	1320	putative type-I secretion protein	462	STMMW_42101.fasta	
	STMMW_42141		4524236	282	putative membrane protein	120	STMMW_42141.fasta	
	STMMW_42151		4525080	1602	putative exported protein	519	STMMW_42151.fasta	
	STMMW_42161		4526669	324	regulatory protein SoxS	112	STMMW_42161.fasta	
	STMMW_42171		4527079	459	SoxR protein	171	STMMW_42171.fasta	
	STMMW_42181		4527830	669	putative glutathione S transferase	345	STMMW_42181.fasta	
	STMMW_42191		4528845	1350	putative xanthine/uracil permeases family protein	541	STMMW_42191.fasta	
	STMMW_42201		4530344	1647	putative sodium/hydrogen exchanger family protein	593	STMMW_42201.fasta	
	STMMW_42221		4533076	411	putative membrane protein	168	STMMW_42221.fasta	
	STMMW_42231		4533479	690	putative membrane protein	390	STMMW_42231.fasta	
	STMMW_42241		4534207	1650	sodium:solute symporter family protein	596	STMMW_42241.fasta	
	STMMW_42251		4535853	315	putative membrane protein	132	STMMW_42251.fasta	
	STMMW_42261		4536413	1959	acetyl-coenzyme A synthetase	647	STMMW_42261.fasta	
	STMMW_42281		4538803	1437	cytochrome C552 precursor	590	STMMW_42281.fasta	
	STMMW_42301		4540914	672	cytochrome C-type biogenesis protein	381	STMMW_42301.fasta	
	STMMW_42311		4541582	957	cytochrome C-type biogenesis protein	504	STMMW_42311.fasta	
	STMMW_42331		4544750	621	NrfG protein	257	STMMW_42331.fasta	
	STMMW_42341		4545715	1311	proton glutamate symport protein	524	STMMW_42341.fasta	
	STMMW_42351		4547183	612	putative exported protein	289	STMMW_42351.fasta	
	STMMW_42391		4552303	444	conserved hypothetical protein	221	STMMW_42391.fasta	
	STMMW_42401		4552866	336	conserved hypothetical protein	126	STMMW_42401.fasta	
	STMMW_42411		4553669	1503	ProP	525	STMMW_42411.fasta	
	STMMW_42421		4555338	1071	two-component sensor kinase	440	STMMW_42421.fasta	
	STMMW_42431		4556418	669	Two-component response regulator	276	STMMW_42431.fasta	
	STMMW_42441		4557083	1644	putative membrane protein	548	STMMW_42441.fasta	
	STMMW_42451		4558860	1338	putative amino acid permease	472	STMMW_42451.fasta	
	STMMW_42461		4560337	762	putative AraC family regulatory protein	324	STMMW_42461.fasta	
	STMMW_42471		4561396	2271	arginine decarboxylase	607	STMMW_42471.fasta	
	STMMW_42481		4563896	933	melibiose operon regulatory protein	368	STMMW_42481.fasta	
	STMMW_42491		4565097	1356	alpha-galactosidase	492	STMMW_42491.fasta	
	STMMW_42501		4566536	1431	melibiose carrier protein	509	STMMW_42501.fasta	
	STMMW_42521		4569806	1341	anaerobic C4-dicarboxylate transporter	526	STMMW_42521.fasta	
	STMMW_42531		4571293	267	hypothetical protein	141	STMMW_42531.fasta	
	STMMW_42541		4571876	720	Two-component response regulator	232	STMMW_42541.fasta	
	STMMW_42551		4572592	1632	two-component sensor kinase	532	STMMW_42551.fasta	
	STMMW_42601		4579167	1401	putative exported protein	538	STMMW_42601.fasta	
	STMMW_42641		4582585	288	putative GerE family regulatory protein	191	STMMW_42641.fasta	
	STMMW_42651		4582869	876	AraC family regulatory protein	496	STMMW_42651.fasta	
	STMMW_42711		4588758	576	putative transcriptional regulator	237	STMMW_42711.fasta	
	STMMW_42721		4589370	1704	thiol:disulfide interchange protein DsbD	579	STMMW_42721.fasta	
	STMMW_42731		4591049	348	periplasmic divalent cation tolerance protein CutA	106	STMMW_42731.fasta	
	STMMW_42741		4591517	1185	anaerobic C4-dicarboxylate transporter	453	STMMW_42741.fasta	
	STMMW_42751		4592933	1437	aspartate ammonia-lyase	409	STMMW_42751.fasta	
	STMMW_42761		4594671	516	FxsA protein	196	STMMW_42761.fasta	
	STMMW_42771		4595245	1242	putative permease	444	STMMW_42771.fasta	
	STMMW_42781		4596762	294	GroES protein	66	STMMW_42781.fasta	
	STMMW_42791		4597099	1647	GroEL protein	547	STMMW_42791.fasta	
	STMMW_42801		4598971	372	putative membrane protein	174	STMMW_42801.fasta	
	STMMW_42811		4599390	858	hypothetical protein	370	STMMW_42811.fasta	
	STMMW_42821		4600529	1029	conserved hypothetical protein	383	STMMW_42821.fasta	
	STMMW_42831		4601598	567	elongation factor P	139	STMMW_42831.fasta	
	STMMW_42841		4602467	147	entericidin B precursor	40	STMMW_42841.fasta	
	STMMW_42851		4602644	588	transcriptional regulatory protein	232	STMMW_42851.fasta	
	STMMW_42861		4603488	318	SugE protein	131	STMMW_42861.fasta	
	STMMW_42871		4603822	534	putative lipoprotein	252	STMMW_42871.fasta	
	STMMW_42881		4604467	360	fumarate reductase complex subunit D	162	STMMW_42881.fasta	
	STMMW_42891		4604837	396	fumarate reductase complex subunit C	144	STMMW_42891.fasta	
	STMMW_42901		4605243	735	fumarate reductase, iron-sulfur protein	247	STMMW_42901.fasta	
	STMMW_42911		4605970	1791	fumarate reductase, flavoprotein subunit	479	STMMW_42911.fasta	
	STMMW_42921		4608083	978	lysyl-tRNA synthetase	381	STMMW_42921.fasta	
	STMMW_42931		4609286	1503	putative amino acid permease	533	STMMW_42931.fasta	
	STMMW_42961		4614566	969	phosphatidylserine decarboxylase proenzyme	460	STMMW_42961.fasta	
	STMMW_42971		4615626	1077	putative membrane protein	373	STMMW_42971.fasta	
	STMMW_42981		4616785	546	oligoribonuclease	244	STMMW_42981.fasta	
	STMMW_43001		4619217	1155	putative 4Fe-4S binding protein	469	STMMW_43001.fasta	
	STMMW_43011		4620355	1548	conserved hypothetical protein	538	STMMW_43011.fasta	
	STMMW_43021		4621877	459	conserved hypothetical protein	211	STMMW_43021.fasta	
	STMMW_43031		4622352	1320	N-acetylmuramoyl-L-alanine amidase	530	STMMW_43031.fasta	
	STMMW_43041		4623681	1857	DNA mismatch repair protein	590	STMMW_43041.fasta	
	STMMW_43051		4625530	951	tRNA delta-2-isopentenylpyrophosphate (IPP) transferase	310	STMMW_43051.fasta	
	STMMW_43061		4626563	309	host factor-I protein(HF-I)	216	STMMW_43061.fasta	
	STMMW_43071		4626943	1281	HflX protein, putative GTP-binding protein	414	STMMW_43071.fasta	
	STMMW_43081		4628438	1260	HflK protein	378	STMMW_43081.fasta	
	STMMW_43091		4629700	1005	HflC protein	353	STMMW_43091.fasta	
	STMMW_43092		4630783	198		93	STMMW_43092.fasta	
	STMMW_43101		4631083	1299	adenylosuccinate synthetase	466	STMMW_43101.fasta	
	STMMW_43111		4632588	426	conserved hypothetical protein	93	STMMW_43111.fasta	
	STMMW_43121		4633051	2439	ribonuclease R (RNase R)	653	STMMW_43121.fasta	
	STMMW_43131		4635580	732	probable tRNA/rRNA methyltransferase	381	STMMW_43131.fasta	
	STMMW_43211		4641601	1623	probable acyl Co-A dehydrogenase	595	STMMW_43211.fasta	
	STMMW_43221		4643268	321	hypothetical protein	91	STMMW_43221.fasta	
	STMMW_43231		4643674	330	putative exported protein	115	STMMW_43231.fasta	
	STMMW_43241		4644187	750	conserved hypothetical protein	381	STMMW_43241.fasta	
	STMMW_43251		4644933	756	probable transcriptional regulator	365	STMMW_43251.fasta	
	STMMW_43261		4645793	1065	conserved hypothetical protein	387	STMMW_43261.fasta	
	STMMW_43281		4648633	306	putative PTS system IIB protein	125	STMMW_43281.fasta	
	STMMW_43301		4649426	651	putative hexulose-6-phosphate synthase	378	STMMW_43301.fasta	
	STMMW_43311		4650086	855	conserved hypothetical protein	405	STMMW_43311.fasta	
	STMMW_43321		4650940	687	probable class II aldolase	416	STMMW_43321.fasta	
	STMMW_43331		4651755	276	putative exported protein	115	STMMW_43331.fasta	
	STMMW_43351		4652501	396	30S ribosomal protein S6	113	STMMW_43351.fasta	
	STMMW_43361		4652903	315	primosomal replication protein n	93	STMMW_43361.fasta	
	STMMW_43371		4653222	228	30s ribosomal subunit protein S18	25	STMMW_43371.fasta	
	STMMW_43381		4653491	450	50s ribosomal subunit protein L9	129	STMMW_43381.fasta	
	STMMW_43391		4654088	927	putative membrane protein	414	STMMW_43391.fasta	
	STMMW_43401		4655064	636	conserved hypothetical protein	295	STMMW_43401.fasta	
	STMMW_43411		4655877	663	probable FkbP-type peptidyl-prolyl cis-trans isomerase	302	STMMW_43411.fasta	
	STMMW_43431		4658356	663	conserved hypothetical protein	401	STMMW_43431.fasta	
	STMMW_43441		4659121	966	putative membrane protein	445	STMMW_43441.fasta	
	STMMW_43461		4661103	387	conserved hypothetical protein	213	STMMW_43461.fasta	
	STMMW_43471		4661547	1944	2',3'-cyclic-nucleotide 2'-phosphodiesterase	666	STMMW_43471.fasta	
	STMMW_43481		4663758	741	cysQ protein	379	STMMW_43481.fasta	
	STMMW_43491		4664488	558	putative exported protein	246	STMMW_43491.fasta	
	STMMW_43501		4665306	273	conserved hypothetical protein	62	STMMW_43501.fasta	
	STMMW_43511		4665663	1344	putative membrane protein	441	STMMW_43511.fasta	
	STMMW_43521		4667189	639	peptide methionine sulfoxide reductase	273	STMMW_43521.fasta	
	STMMW_43531		4668040	1734	putative exported protein	577	STMMW_43531.fasta	
	STMMW_43541		4669770	3780	putative exported protein	863	STMMW_43541.fasta	
	STMMW_43551		4673552	345	conserved hypothetical protein	85	STMMW_43551.fasta	
	STMMW_43581		4676728	531	inorganic pyrophosphatase	156	STMMW_43581.fasta	
	STMMW_43591		4677485	999	fructose-1,6-bisphosphatase	383	STMMW_43591.fasta	
	STMMW_43791		4703169	552	conserved hypothetical protein	247	STMMW_43791.fasta	
	STMMW_43801		4703816	1353	putative PmbA protein	516	STMMW_43801.fasta	
	STMMW_43811		4705267	387	soluble cytochrome b562	158	STMMW_43811.fasta	
	STMMW_43831		4705931	339	hypothetical protein	120	STMMW_43831.fasta	
	STMMW_43841		4706280	363	hypothetical protein	176	STMMW_43841.fasta	
	STMMW_43851		4706642	303	hypothetical protein	108	STMMW_43851.fasta	
	STMMW_43861		4706967	777	putative membrane protein	399	STMMW_43861.fasta	
	STMMW_43881		4708458	1134	hypothetical protein	503	STMMW_43881.fasta	
	STMMW_43891		4709575	1119	conserved hypothetical protein	511	STMMW_43891.fasta	
	STMMW_43901		4710690	741	conserved hypothetical protein	392	STMMW_43901.fasta	
	STMMW_43921		4711387	1974	putative BglB-family transcriptional antiterminator	576	STMMW_43921.fasta	
	STMMW_43951		4713958	465	anaerobic ribonucleoside-triphosphate reductase activating protein	341	STMMW_43951.fasta	
	STMMW_43961		4714543	2139	anaerobic ribonucleoside-triphosphate reductase	641	STMMW_43961.fasta	
	STMMW_43971		4716886	171	hypothetical protein	59	STMMW_43971.fasta	
	STMMW_43981		4717090	1653	trehalose-6-phosphate hydrolase	563	STMMW_43981.fasta	
	STMMW_44001		4720347	948	trehalose operon repressor	410	STMMW_44001.fasta	
	STMMW_44031		4725023	387	conserved hypothetical protein	192	STMMW_44031.fasta	
	STMMW_44041		4725486	462	aspartate carbamoyltransferase regulatory subunit	209	STMMW_44041.fasta	
	STMMW_44051		4725960	936	aspartate carbamoyltransferase catalytic subunit	385	STMMW_44051.fasta	
	STMMW_44061		4726931	102	pyrBI operon leader peptide	47	STMMW_44061.fasta	
	STMMW_44081		4727122	489	putative transcriptional regulator	263	STMMW_44081.fasta	
	STMMW_44091		4727797	1404	putative membrane protein	559	STMMW_44091.fasta	
	STMMW_44111		4730372	933	carbamate kinase	444	STMMW_44111.fasta	
	STMMW_44121		4731315	1221	arginine deiminase	500	STMMW_44121.fasta	
	STMMW_44141		4733211	453	conserved hypothetical protein	260	STMMW_44141.fasta	
	STMMW_44151		4733737	1005	ornithine carbamoyltransferase	382	STMMW_44151.fasta	
	STMMW_44161		4734907	417	conserved hypothetical protein	187	STMMW_44161.fasta	
	STMMW_44191		4736976	504	putative acetyltransferase	183	STMMW_44191.fasta	
	STMMW_44211		4739003	2856	valyl-tRNA synthetase	756	STMMW_44211.fasta	
	STMMW_44231		4742438	1512	cytosol aminopeptidase	543	STMMW_44231.fasta	
	STMMW_44251		4744344	1101	putative inner membrane protein	447	STMMW_44251.fasta	
	STMMW_44261		4745444	1083	putative inner membrane protein	459	STMMW_44261.fasta	
	STMMW_44481		4778313	609	hypothetical protein	293	STMMW_44481.fasta	
	STMMW_44501		4780444	912	hypothetical protein	453	STMMW_44501.fasta	
	STMMW_44511		4781560	462	putative exported protein	252	STMMW_44511.fasta	
	STMMW_44531		4783042	774	uxu operon transcriptional regulator	321	STMMW_44531.fasta	
	STMMW_44541		4783816	1014	probable tryptophanyl-tRNA synthetase	417	STMMW_44541.fasta	
	STMMW_44551		4785547	531	conserved hypothetical protein	205	STMMW_44551.fasta	
	STMMW_44561		4786316	735	probable aspartate racemase	335	STMMW_44561.fasta	
	STMMW_44571		4787056	909	probable transcriptional activator	392	STMMW_44571.fasta	
	STMMW_44581		4788083	1173	probable isoaspartyl dipeptidase	492	STMMW_44581.fasta	
	STMMW_44591		4789268	462	putative membrane protein	170	STMMW_44591.fasta	
	STMMW_44621		4791270	1185	putative membrane protein	506	STMMW_44621.fasta	
	STMMW_44631		4792674	1272	putative membrane protein	496	STMMW_44631.fasta	
	STMMW_44641		4794032	1242	putative sugar transport protein	506	STMMW_44641.fasta	
	STMMW_44661		4796436	1371	putative aldehyde dehydrogenase	536	STMMW_44661.fasta	
	STMMW_44672		4798011	165		161	STMMW_44672.fasta	
	STMMW_44761		4808278	957	conserved hypothetical protein	509	STMMW_44761.fasta	
	STMMW_44771		4809245	204	conserved hypothetical protein	66	STMMW_44771.fasta	
	STMMW_44871		4821677	2193	putative phosphoglycerol transferase	696	STMMW_44871.fasta	
	STMMW_44881		4824251	462	putative secreted protein	144	STMMW_44881.fasta	
	STMMW_44891		4824770	738	probable DNA replication protein	358	STMMW_44891.fasta	
	STMMW_44901		4825510	540	primosomal protein I	214	STMMW_44901.fasta	
	STMMW_44911		4826142	474	putative membrane protein	194	STMMW_44911.fasta	
	STMMW_44931		4828095	726	conserved hypothetical regulatory protein	277	STMMW_44931.fasta	
	STMMW_44941		4828781	675	conserved hypothetical regulatory protein	293	STMMW_44941.fasta	
	STMMW_44951		4829506	459	conserved hypothetical protein	233	STMMW_44951.fasta	
	STMMW_44961		4830115	789	ferric iron reductase protein	417	STMMW_44961.fasta	
	STMMW_44971		4831024	1065	putative membrane protein	417	STMMW_44971.fasta	
	STMMW_44981		4832339	237	putative membrane protein	119	STMMW_44981.fasta	
	STMMW_44991		4833116	1029	conserved hypothetical protein	485	STMMW_44991.fasta	
	STMMW_45001		4834247	438	DNA polymerase III, psi subunit	163	STMMW_45001.fasta	
	STMMW_45011		4834629	447	ribosomal-protein-alanine acetyltransferase	197	STMMW_45011.fasta	
	STMMW_45021		4835094	681	conserved hypothetical protein	326	STMMW_45021.fasta	
	STMMW_45031		4835866	1590	peptide chain release factor 3	548	STMMW_45031.fasta	
	STMMW_45041		4837857	618	putative periplasmic protein	257	STMMW_45041.fasta	
	STMMW_45042		4838593	162		61	STMMW_45042.fasta	
	STMMW_45051		4838878	1074	conserved hypothetical protein	451	STMMW_45051.fasta	
	STMMW_45061		4839948	774	conserved hypothetical protein (pseudogene)	0	STMMW_45061.fasta	
	STMMW_45071		4840754	864	conserved hypothetical protein	449	STMMW_45071.fasta	
	STMMW_45081		4841589	1551	conserved hypothetical protein	638	STMMW_45081.fasta	
	STMMW_45091		4843381	798	deoxyribose-phosphate aldolase	340	STMMW_45091.fasta	
	STMMW_45101		4844302	1323	thymidine phosphorylase	555	STMMW_45101.fasta	
	STMMW_45111		4845676	1224	phosphopentomutase	497	STMMW_45111.fasta	
	STMMW_45121		4847109	720	purine nucleoside phosphorylase	501	STMMW_45121.fasta	
	STMMW_45201		4854431	645	putative membrane protein	385	STMMW_45201.fasta	
	STMMW_45211		4855192	969	putative phosphoserine phosphatase	441	STMMW_45211.fasta	
